junctionid,vehicleid,turn,priority,arrivaltime,departuretime,delay
MaryRosslandJuction,veh_1752,left,1,771000000000,1583000000000,812.0
MaryRosslandJuction,veh_1753,straight,1,868000000000,1890000000000,1022.0
MaryRosslandJuction,veh_1754,right,1,1053000000000,1464000000000,411.0
MaryRosslandJuction,veh_1756,left,1,1061000000000,1180000000000,119.0
MaryRosslandJuction,veh_1758,right,1,1236000000000,1555000000000,319.0
MaryRosslandJuction,veh_1773,straight,1,1133000000000,1441000000000,308.0
MaryRosslandJuction,veh_1775,right,1,989000000000,1322000000000,333.0
MaryRosslandJuction,veh_1778,left,1,507000000000,845000000000,338.0
MaryRosslandJuction,veh_1779,right,1,508000000000,1106000000000,598.0
MaryRosslandJuction,veh_178,left,1,28000000000,216000000000,188.0
MaryRosslandJuction,veh_1780,left,1,509000000000,745000000000,236.0
MaryRosslandJuction,veh_1781,left,1,510000000000,1870000000000,1360.0
MaryRosslandJuction,veh_1784,left,1,936000000000,1576000000000,640.0
MaryRosslandJuction,veh_1785,straight,1,938000000000,1892000000000,954.0
MaryRosslandJuction,veh_1786,right,1,1051000000000,1457000000000,406.0
MaryRosslandJuction,veh_1788,left,1,1062000000000,1186000000000,124.0
MaryRosslandJuction,veh_179,right,1,29000000000,87000000000,58.0
MaryRosslandJuction,veh_1790,right,1,1271000000000,1557000000000,286.0
MaryRosslandJuction,veh_1794,right,1,2911000000000,2958000000000,47.0
MaryRosslandJuction,veh_18,left,1,2000000000,46000000000,44.0
MaryRosslandJuction,veh_180,left,1,30000000000,224000000000,194.0
MaryRosslandJuction,veh_1805,straight,1,1257000000000,1891000000000,634.0
MaryRosslandJuction,veh_1807,right,1,1097000000000,1329000000000,232.0
MaryRosslandJuction,veh_181,straight,1,31000000000,235000000000,204.0
MaryRosslandJuction,veh_1810,left,1,511000000000,817000000000,306.0
MaryRosslandJuction,veh_1811,right,1,512000000000,1112000000000,600.0
MaryRosslandJuction,veh_1812,left,1,514000000000,918000000000,404.0
MaryRosslandJuction,veh_1813,left,1,515000000000,863000000000,348.0
MaryRosslandJuction,veh_1816,left,1,941000000000,1603000000000,662.0
MaryRosslandJuction,veh_1817,straight,1,943000000000,1899000000000,956.0
MaryRosslandJuction,veh_1818,right,1,1079000000000,1472000000000,393.0
MaryRosslandJuction,veh_182,straight,1,32000000000,170000000000,138.0
MaryRosslandJuction,veh_1820,left,1,1124000000000,1196000000000,72.0
MaryRosslandJuction,veh_1822,right,1,1272000000000,1563000000000,291.0
MaryRosslandJuction,veh_183,right,1,33000000000,177000000000,144.0
MaryRosslandJuction,veh_1837,straight,1,1259000000000,1675000000000,416.0
MaryRosslandJuction,veh_1839,right,1,1106000000000,1331000000000,225.0
MaryRosslandJuction,veh_184,left,1,35000000000,87000000000,52.0
MaryRosslandJuction,veh_1842,left,1,516000000000,766000000000,250.0
MaryRosslandJuction,veh_1843,right,1,517000000000,1115000000000,598.0
MaryRosslandJuction,veh_1844,left,1,518000000000,792000000000,274.0
MaryRosslandJuction,veh_1845,left,1,519000000000,1921000000000,1402.0
MaryRosslandJuction,veh_1848,left,1,954000000000,1594000000000,640.0
MaryRosslandJuction,veh_1849,straight,1,994000000000,2196000000000,1202.0
MaryRosslandJuction,veh_185,straight,1,37000000000,181000000000,144.0
MaryRosslandJuction,veh_1850,right,1,1134000000000,1485000000000,351.0
MaryRosslandJuction,veh_1852,left,1,1169000000000,1231000000000,62.0
MaryRosslandJuction,veh_1854,right,1,1280000000000,1565000000000,285.0
MaryRosslandJuction,veh_186,right,1,216000000000,510000000000,294.0
MaryRosslandJuction,veh_1862,left,1,2141000000000,2222000000000,81.0
MaryRosslandJuction,veh_1869,straight,1,1266000000000,1899000000000,633.0
MaryRosslandJuction,veh_1871,right,1,1139000000000,1339000000000,200.0
MaryRosslandJuction,veh_1874,left,1,520000000000,776000000000,256.0
MaryRosslandJuction,veh_1875,right,1,521000000000,1121000000000,600.0
MaryRosslandJuction,veh_1876,left,1,522000000000,820000000000,298.0
MaryRosslandJuction,veh_1877,left,1,523000000000,801000000000,278.0
MaryRosslandJuction,veh_188,left,1,223000000000,304000000000,81.0
MaryRosslandJuction,veh_1880,left,1,1060000000000,1584000000000,524.0
MaryRosslandJuction,veh_1881,straight,1,1061000000000,1901000000000,840.0
MaryRosslandJuction,veh_1882,right,1,1072000000000,1466000000000,394.0
MaryRosslandJuction,veh_1884,left,1,1171000000000,1233000000000,62.0
MaryRosslandJuction,veh_1886,right,1,1281000000000,1572000000000,291.0
MaryRosslandJuction,veh_1890,straight,1,1185000000000,1456000000000,271.0
MaryRosslandJuction,veh_19,right,1,3000000000,73000000000,70.0
MaryRosslandJuction,veh_190,right,1,131000000000,240000000000,109.0
MaryRosslandJuction,veh_1901,straight,1,1123000000000,1441000000000,318.0
MaryRosslandJuction,veh_1903,right,1,1149000000000,1340000000000,191.0
MaryRosslandJuction,veh_1906,left,1,524000000000,1186000000000,662.0
MaryRosslandJuction,veh_1907,right,1,525000000000,1123000000000,598.0
MaryRosslandJuction,veh_1909,left,1,528000000000,1216000000000,688.0
MaryRosslandJuction,veh_1912,left,1,1067000000000,1591000000000,524.0
MaryRosslandJuction,veh_1913,straight,1,1068000000000,2184000000000,1116.0
MaryRosslandJuction,veh_1914,right,1,1080000000000,1476000000000,396.0
MaryRosslandJuction,veh_1916,left,1,1126000000000,1198000000000,72.0
MaryRosslandJuction,veh_1922,straight,1,1188000000000,1459000000000,271.0
MaryRosslandJuction,veh_1933,straight,1,1131000000000,1511000000000,380.0
MaryRosslandJuction,veh_1938,left,1,530000000000,1198000000000,668.0
MaryRosslandJuction,veh_1939,right,1,531000000000,1159000000000,628.0
MaryRosslandJuction,veh_194,right,1,357000000000,699000000000,342.0
MaryRosslandJuction,veh_1940,left,1,532000000000,890000000000,358.0
MaryRosslandJuction,veh_1941,left,1,533000000000,1249000000000,716.0
MaryRosslandJuction,veh_1944,left,1,1082000000000,1600000000000,518.0
MaryRosslandJuction,veh_1945,straight,1,1083000000000,2187000000000,1104.0
MaryRosslandJuction,veh_1946,right,1,1132000000000,1482000000000,350.0
MaryRosslandJuction,veh_1948,left,1,1142000000000,1205000000000,63.0
MaryRosslandJuction,veh_1954,straight,1,1191000000000,1467000000000,276.0
MaryRosslandJuction,veh_1958,left,1,2195000000000,2255000000000,60.0
MaryRosslandJuction,veh_1965,straight,1,1268000000000,1513000000000,245.0
MaryRosslandJuction,veh_1970,left,1,534000000000,1376000000000,842.0
MaryRosslandJuction,veh_1971,right,1,535000000000,1161000000000,626.0
MaryRosslandJuction,veh_1972,left,1,537000000000,1421000000000,884.0
MaryRosslandJuction,veh_1973,left,1,538000000000,756000000000,218.0
MaryRosslandJuction,veh_1976,left,1,1122000000000,1610000000000,488.0
MaryRosslandJuction,veh_1977,straight,1,1123000000000,2193000000000,1070.0
MaryRosslandJuction,veh_1978,right,1,1144000000000,1518000000000,374.0
MaryRosslandJuction,veh_198,straight,1,548000000000,1062000000000,514.0
MaryRosslandJuction,veh_1980,left,1,1178000000000,1239000000000,61.0
MaryRosslandJuction,veh_1986,straight,1,1193000000000,1468000000000,275.0
MaryRosslandJuction,veh_1990,left,1,2115000000000,2177000000000,62.0
MaryRosslandJuction,veh_1997,straight,1,1270000000000,1890000000000,620.0
MaryRosslandJuction,veh_20,left,1,4000000000,48000000000,44.0
MaryRosslandJuction,veh_2002,left,1,539000000000,1793000000000,1254.0
MaryRosslandJuction,veh_2003,right,1,540000000000,1166000000000,626.0
MaryRosslandJuction,veh_2005,left,1,543000000000,1853000000000,1310.0
MaryRosslandJuction,veh_2008,left,1,1128000000000,1612000000000,484.0
MaryRosslandJuction,veh_2009,straight,1,1129000000000,2347000000000,1218.0
MaryRosslandJuction,veh_2010,right,1,1334000000000,1593000000000,259.0
MaryRosslandJuction,veh_2012,left,1,1415000000000,1808000000000,393.0
MaryRosslandJuction,veh_2018,straight,1,1196000000000,1933000000000,737.0
MaryRosslandJuction,veh_202,left,1,223000000000,1044000000000,821.0
MaryRosslandJuction,veh_2022,left,1,2124000000000,2205000000000,81.0
MaryRosslandJuction,veh_2029,straight,1,1272000000000,1513000000000,241.0
MaryRosslandJuction,veh_2034,left,1,544000000000,784000000000,240.0
MaryRosslandJuction,veh_2035,right,1,545000000000,1301000000000,756.0
MaryRosslandJuction,veh_2036,left,1,546000000000,1910000000000,1364.0
MaryRosslandJuction,veh_2037,left,1,547000000000,811000000000,264.0
MaryRosslandJuction,veh_2040,left,1,1137000000000,1619000000000,482.0
MaryRosslandJuction,veh_2041,straight,1,1139000000000,2349000000000,1210.0
MaryRosslandJuction,veh_2042,right,1,1496000000000,1728000000000,232.0
MaryRosslandJuction,veh_2044,left,1,1387000000000,1791000000000,404.0
MaryRosslandJuction,veh_205,straight,1,231000000000,371000000000,140.0
MaryRosslandJuction,veh_2050,straight,1,1199000000000,1935000000000,736.0
MaryRosslandJuction,veh_2054,left,1,2133000000000,2214000000000,81.0
MaryRosslandJuction,veh_206,left,1,200000000000,981000000000,781.0
MaryRosslandJuction,veh_2061,straight,1,1274000000000,1684000000000,410.0
MaryRosslandJuction,veh_2066,left,1,548000000000,2122000000000,1574.0
MaryRosslandJuction,veh_2067,right,1,549000000000,1311000000000,762.0
MaryRosslandJuction,veh_2068,left,1,550000000000,916000000000,366.0
MaryRosslandJuction,veh_2069,left,1,551000000000,839000000000,288.0
MaryRosslandJuction,veh_207,right,1,203000000000,366000000000,163.0
MaryRosslandJuction,veh_2072,left,1,1146000000000,1620000000000,474.0
MaryRosslandJuction,veh_2073,straight,1,1147000000000,2743000000000,1596.0
MaryRosslandJuction,veh_2074,right,1,1352000000000,1608000000000,256.0
MaryRosslandJuction,veh_2076,left,1,1444000000000,1820000000000,376.0
MaryRosslandJuction,veh_2082,straight,1,1201000000000,1941000000000,740.0
MaryRosslandJuction,veh_2086,left,1,2150000000000,2232000000000,82.0
MaryRosslandJuction,veh_2093,straight,1,1276000000000,1673000000000,397.0
MaryRosslandJuction,veh_2098,left,1,552000000000,848000000000,296.0
MaryRosslandJuction,veh_2099,right,1,553000000000,1455000000000,902.0
MaryRosslandJuction,veh_21,straight,1,5000000000,139000000000,134.0
MaryRosslandJuction,veh_210,left,1,32000000000,226000000000,194.0
MaryRosslandJuction,veh_2101,left,1,556000000000,856000000000,300.0
MaryRosslandJuction,veh_2104,left,1,1189000000000,1627000000000,438.0
MaryRosslandJuction,veh_2105,straight,1,1191000000000,2745000000000,1554.0
MaryRosslandJuction,veh_2106,right,1,1290000000000,1574000000000,284.0
MaryRosslandJuction,veh_2108,left,1,1525000000000,1853000000000,328.0
MaryRosslandJuction,veh_211,right,1,33000000000,95000000000,62.0
MaryRosslandJuction,veh_2114,straight,1,1207000000000,1943000000000,736.0
MaryRosslandJuction,veh_2118,left,1,2205000000000,2265000000000,60.0
MaryRosslandJuction,veh_212,left,1,34000000000,250000000000,216.0
MaryRosslandJuction,veh_2125,straight,1,1277000000000,1685000000000,408.0
MaryRosslandJuction,veh_213,straight,1,35000000000,241000000000,206.0
MaryRosslandJuction,veh_2131,right,1,558000000000,1464000000000,906.0
MaryRosslandJuction,veh_2132,left,1,559000000000,865000000000,306.0
MaryRosslandJuction,veh_2133,left,1,560000000000,892000000000,332.0
MaryRosslandJuction,veh_2136,left,1,1199000000000,1629000000000,430.0
MaryRosslandJuction,veh_2137,straight,1,1201000000000,2751000000000,1550.0
MaryRosslandJuction,veh_2138,right,1,1649000000000,1975000000000,326.0
MaryRosslandJuction,veh_214,straight,1,38000000000,178000000000,140.0
MaryRosslandJuction,veh_2140,left,1,1516000000000,1844000000000,328.0
MaryRosslandJuction,veh_2146,straight,1,1209000000000,1950000000000,741.0
MaryRosslandJuction,veh_215,right,1,39000000000,185000000000,146.0
MaryRosslandJuction,veh_2157,straight,1,1279000000000,1673000000000,394.0
MaryRosslandJuction,veh_216,left,1,41000000000,89000000000,48.0
MaryRosslandJuction,veh_2162,left,1,562000000000,910000000000,348.0
MaryRosslandJuction,veh_2163,right,1,564000000000,1472000000000,908.0
MaryRosslandJuction,veh_2164,left,1,566000000000,898000000000,332.0
MaryRosslandJuction,veh_2165,left,1,568000000000,908000000000,340.0
MaryRosslandJuction,veh_2168,left,1,1207000000000,1637000000000,430.0
MaryRosslandJuction,veh_2169,straight,1,1208000000000,2754000000000,1546.0
MaryRosslandJuction,veh_217,straight,1,42000000000,188000000000,146.0
MaryRosslandJuction,veh_2172,left,1,1460000000000,1826000000000,366.0
MaryRosslandJuction,veh_2178,straight,1,1216000000000,1953000000000,737.0
MaryRosslandJuction,veh_218,right,1,226000000000,512000000000,286.0
MaryRosslandJuction,veh_2189,straight,1,2713000000000,2761000000000,48.0
MaryRosslandJuction,veh_2195,right,1,570000000000,1474000000000,904.0
MaryRosslandJuction,veh_22,straight,1,2000000000,66000000000,64.0
MaryRosslandJuction,veh_220,left,1,232000000000,306000000000,74.0
MaryRosslandJuction,veh_2200,left,1,1282000000000,1638000000000,356.0
MaryRosslandJuction,veh_2201,straight,1,1283000000000,2765000000000,1482.0
MaryRosslandJuction,veh_2202,right,1,1434000000000,1656000000000,222.0
MaryRosslandJuction,veh_2204,left,1,1643000000000,1908000000000,265.0
MaryRosslandJuction,veh_2210,straight,1,1218000000000,1959000000000,741.0
MaryRosslandJuction,veh_222,right,1,134000000000,242000000000,108.0
MaryRosslandJuction,veh_2221,straight,1,2715000000000,2763000000000,48.0
MaryRosslandJuction,veh_2232,left,1,1359000000000,1645000000000,286.0
MaryRosslandJuction,veh_2233,straight,1,1360000000000,2778000000000,1418.0
MaryRosslandJuction,veh_2234,right,1,1360000000000,1617000000000,257.0
MaryRosslandJuction,veh_2236,left,1,1560000000000,1871000000000,311.0
MaryRosslandJuction,veh_2242,straight,1,1242000000000,1962000000000,720.0
MaryRosslandJuction,veh_226,right,1,537000000000,781000000000,244.0
MaryRosslandJuction,veh_2260,left,1,824000000000,1178000000000,354.0
MaryRosslandJuction,veh_2261,left,1,827000000000,1179000000000,352.0
MaryRosslandJuction,veh_2264,left,1,1735000000000,1771000000000,36.0
MaryRosslandJuction,veh_2266,right,1,1505000000000,1733000000000,228.0
MaryRosslandJuction,veh_2268,left,1,2052000000000,2157000000000,105.0
MaryRosslandJuction,veh_2274,straight,1,1245000000000,1969000000000,724.0
MaryRosslandJuction,veh_2290,left,1,830000000000,1214000000000,384.0
MaryRosslandJuction,veh_2291,right,1,831000000000,1517000000000,686.0
MaryRosslandJuction,veh_2292,left,1,832000000000,1196000000000,364.0
MaryRosslandJuction,veh_2293,left,1,833000000000,1223000000000,390.0
MaryRosslandJuction,veh_2296,left,1,1745000000000,1781000000000,36.0
MaryRosslandJuction,veh_2298,right,1,1588000000000,1772000000000,184.0
MaryRosslandJuction,veh_23,right,1,3000000000,67000000000,64.0
MaryRosslandJuction,veh_230,straight,1,556000000000,1071000000000,515.0
MaryRosslandJuction,veh_2300,left,1,2071000000000,2168000000000,97.0
MaryRosslandJuction,veh_2306,straight,1,1251000000000,1970000000000,719.0
MaryRosslandJuction,veh_2322,left,1,834000000000,1204000000000,370.0
MaryRosslandJuction,veh_2323,right,1,835000000000,1521000000000,686.0
MaryRosslandJuction,veh_2324,left,1,836000000000,1258000000000,422.0
MaryRosslandJuction,veh_2325,left,1,837000000000,1239000000000,402.0
MaryRosslandJuction,veh_2328,left,1,1885000000000,2329000000000,444.0
MaryRosslandJuction,veh_2332,left,1,1306000000000,1366000000000,60.0
MaryRosslandJuction,veh_2338,straight,1,1676000000000,2042000000000,366.0
MaryRosslandJuction,veh_234,left,1,224000000000,1052000000000,828.0
MaryRosslandJuction,veh_2354,left,1,838000000000,1386000000000,548.0
MaryRosslandJuction,veh_2355,right,1,840000000000,1526000000000,686.0
MaryRosslandJuction,veh_2356,left,1,841000000000,1323000000000,482.0
MaryRosslandJuction,veh_2357,left,1,842000000000,1412000000000,570.0
MaryRosslandJuction,veh_2360,left,1,1957000000000,2331000000000,374.0
MaryRosslandJuction,veh_2364,left,1,1486000000000,1827000000000,341.0
MaryRosslandJuction,veh_237,straight,1,234000000000,457000000000,223.0
MaryRosslandJuction,veh_2370,straight,1,1658000000000,2023000000000,365.0
MaryRosslandJuction,veh_238,left,1,206000000000,989000000000,783.0
MaryRosslandJuction,veh_2386,left,1,843000000000,1357000000000,514.0
MaryRosslandJuction,veh_2387,right,1,844000000000,1530000000000,686.0
MaryRosslandJuction,veh_2388,left,1,846000000000,2124000000000,1278.0
MaryRosslandJuction,veh_2389,left,1,847000000000,1277000000000,430.0
MaryRosslandJuction,veh_239,right,1,208000000000,369000000000,161.0
MaryRosslandJuction,veh_2392,left,1,2245000000000,2337000000000,92.0
MaryRosslandJuction,veh_2394,right,1,1469000000000,1706000000000,237.0
MaryRosslandJuction,veh_2396,left,1,1324000000000,1384000000000,60.0
MaryRosslandJuction,veh_24,left,1,4000000000,76000000000,72.0
MaryRosslandJuction,veh_2402,straight,1,1718000000000,1990000000000,272.0
MaryRosslandJuction,veh_2418,left,1,848000000000,1366000000000,518.0
MaryRosslandJuction,veh_2419,right,1,849000000000,1535000000000,686.0
MaryRosslandJuction,veh_242,left,1,36000000000,252000000000,216.0
MaryRosslandJuction,veh_2420,left,1,850000000000,1324000000000,474.0
MaryRosslandJuction,veh_2421,left,1,851000000000,1863000000000,1012.0
MaryRosslandJuction,veh_2426,right,1,1369000000000,1626000000000,257.0
MaryRosslandJuction,veh_2428,left,1,1289000000000,1349000000000,60.0
MaryRosslandJuction,veh_243,right,1,37000000000,97000000000,60.0
MaryRosslandJuction,veh_2434,straight,1,1775000000000,2061000000000,286.0
MaryRosslandJuction,veh_244,left,1,38000000000,260000000000,222.0
MaryRosslandJuction,veh_245,straight,1,39000000000,245000000000,206.0
MaryRosslandJuction,veh_2450,left,1,852000000000,1348000000000,496.0
MaryRosslandJuction,veh_2451,right,1,853000000000,1169000000000,316.0
MaryRosslandJuction,veh_2453,left,1,855000000000,2239000000000,1384.0
MaryRosslandJuction,veh_2458,right,1,1308000000000,1581000000000,273.0
MaryRosslandJuction,veh_246,straight,1,43000000000,181000000000,138.0
MaryRosslandJuction,veh_2460,left,1,1543000000000,1861000000000,318.0
MaryRosslandJuction,veh_2466,straight,1,1261000000000,1986000000000,725.0
MaryRosslandJuction,veh_247,right,1,44000000000,188000000000,144.0
MaryRosslandJuction,veh_248,left,1,46000000000,90000000000,44.0
MaryRosslandJuction,veh_2482,left,1,856000000000,2250000000000,1394.0
MaryRosslandJuction,veh_2483,right,1,857000000000,1539000000000,682.0
